date,open,high,low,close,volume,full_text,news_count
2020-07-27,385.0,385.8,356.6,358.6,73238709,"ICICI Bank Limited 2020 Q1 - Results - Earnings Call Presentation (NYSE:IBN) The following slide deck was published by ICICI Bank Limited in conjunction with their 2020 Q1 earnings call. Healthy PAT, interest income and better asset quality in Q1 fail to cheer ICICI Bank stock Broadly, the bank’s first-quarter result for FY21 was healthy with asset gross NPA dropping to its lowest in 20 years and provisions declining if not included the Covid-19 impact. ICICI Bank net profit up 36% to ₹2,599 crore in June quarter Treasury income stood at ₹3,763 crore at the April-June period compared to ₹179 crore in the year-ago, the private sector lender said Private banks set aside up to ₹17,000 crore for provisions The Reserve Bank of India (RBI) allowed lenders to offer a six-month moratorium to borrowers in a bid to provide relief to businesses and people.HDFC Bank Ltd, Axis Bank Ltd, Bandhan Bank Ltd, Federal Bank Ltd and ICICI Bank Ltd have made aggregate provisions of ₹17,146 crore in the June quarter Stocks in the news: ICICI Bank, ITC, HDFC Bank, Marico, Kotak Bank, TechM and Infosys HDFC’s chief executive and managing director Aditya Puri has sold shares worth Rs 842.87 crore of the private lender last week. Stocks to Watch: Cipla, Adani Power, ICICI Bank, HDFC Bank, Infosys Cipla has received approval from DCGI to launch Favipiravir in the country under the brand name Ciplenza.Adani Power has received shareholders’ approval for its ₹3,264-crore delisting proposal Top stocks in focus: Kotak Mahindra Bank, JSW Steel, ICICI Bank, ZEEL, Adani Power, ITC Check out the stocks that will be in focus during trade today based on recent and latest news developments. Markets may remain rangebound; HDFC Bank, ICICI Bank, ITC shares to be in focus Aviation stocks are likely to be in focus as India mulls further easing of restrictions on B2B travel from select countries.Kotak Mahindra Bank, Tech Mahindra, India Cements, Marico, Bharti Infratel, among others, will announce earnings today Latest bank FD rates: SBI vs ICICI Bank vs HDFC Bank vs Axis Bank Axis Bank offers higher rate to senior citizens on select maturities.A comparison of the latest interest rates on fixed deposits of offered by SBI, ICICI Bank and HDFC Bank ICICI Bank to sell 4.2% in broking arm for Rs 726 crore Last week, ICICI Securities crossed its IPO pricing of Rs 519 after more than two years. Broking companies have been doing brisk business during the lockdown as retail participation has increased due to a sharp fall in interest rates. Stocks to watch: HDFC Bank, ITC, ICICI Bank, Tech Mahindra, Escorts, Cipla Heres a list of stocks that may remain in focus today. ICICI Bank is stronger than before but moratorium should worry ICICI Bank’s moratorium level is still high at 17.5% while it is in singkle digit for rivals HDFC Bank and Axis Bank.The lender made ₹7,593 crore provisions for June quarter, of which ₹5,550 crore was specific towards covid-19 risks Indices open higher with minor gains; RIL, ICICI Bank stocks lead Among sectoral front, Nifty Realty, Nifty FMCG and Nifty Metal index gained in the opening trade. Stocks in news: Cipla, ICICI Bank, InterGlobe Aviation, Adani Power, Infosys Stocks to watch today on July 27: Cipla, ICICI Bank, InterGlobe Aviation, Adani Power, Infosys among others are the top stocks to watch out for in Monday’s trading session ICICI Bank Q1 PAT jumps 36% to Rs 2599 cr The private sector lender posted reported a 36.2% rise in net profit to Rs 2599.15 crore on a 21.8% jump in total income to Rs 26069.95 crore in Q1 June 2020 over Q1 June 2019. ICICI Bank Consolidated June 2020 Net Interest Income (NII) at Rs 11,075.69 crore, up 18.36% Y-o-Y  Stocks To Watch: ICICI Bank, Zee Entertainment & ITC Stocks To Watch: ICICI Bank, Zee Entertainment & ITC ICICI Bank share price slips 2% post Q1 numbers; brokerages maintain buy call Domestic loan book grew by 10 percent in June quarter with retail loan portfolio growth at 11 percent. ICICI Bank Standalone June 2020 Net Interest Income (NII) at Rs 9,279.75 crore, up 19.93% Y-o-Y  Banks take a beating after RBI’s Financial Stability Report; ICICI Bank, HDFC Bank, Yes Bank fall the most Bank Nifty shed over 2 percent dragged by ICICI Bank which was down over 4 percent followed by HDFC Bank, Axis Bank, Bandhan Bank, Federal Bank and IDFC First Bank. Markets open marginally higher, Nifty below 11,150 Markets opened marginally higher on on Monday tracking positive Asian shares. The BSE Sensex was trading lower by 204.65 points or 0.54 percent to 37,924.25 while the NSE Nifty was down 62.80 or 0.56% percent to 11,131.35. Major loser in the Sensex pack was ICICI Bank, falling upto 4.73 percent. ICICI Bank share price declines 5% after Q1 earnings ICICI Bank share fell 5% to Rs 362.80 against previous close of Rs 381.85 on BSE Pain likely in only 4-5% of ICICI Bank book: Yes Securities ’ICICI Bank numbers were pretty strong and they have beaten the brokerage estimates for core pre-operating profit margins by about 15% odd. Analysts bullish on ICICI Bank post Q1 numbers, see up to 45% upside BofA Securities has upgraded the stock to buy with a target of Rs 460, citing strong liability growth and build up of provision buffers. ICICI Bank offers better risk-reward at prevailing valuations, it said. Share Market News Live: Sensex down 100 points, Nifty at 11,150; Axis Bank, ICICI Bank, HDFC Bank top losers India Stock Market News Updates Today: BEL, Bharti Infratel, India Cements, Kotak Mahindra Bank, Marico, Nippon AMC and Tech Mahindra are among the top companies that will be reporting their April-June quarterly earnings Brokerages bullish on ICICI Bank after results Several brokerages said that the bank is their preferred pick within the sector, and were enthused by strong 15% growth in pre-provision operating profit. Share market update: Bank shares dip; ICICI Bank slumps 5% The Nifty Bank index was trading 3.36 per cent down at 21899.75. Share Market Highlights: Sensex falls 194 points in a volatile session, Nifty ends at 11,131; ICICI Bank tanks 6% Share Market News Today | Sensex, Nifty, Share Prices Highlights: In a volatile trading session bank stocks were the worst performing as ICICI Bank, HDFC Bank, Axis Bank, and IndusInd Bank fell the most on Sensex. Sensex slides for second day. 11,050 seen as key level for Nifty ICICI Bank today slumped 6% while Axis Bank and HDFC Bank declined over 3% each.Gains in HCL Tech, Infosys and TCS capped losses ICICI Bank Q1 Net Profit seen up 51.8% YoY to Rs. 290 cr: HDFC Securities Net Interest Income (NII) is expected to increase by 14.5 percent Y-o-Y (down 0.8 percent Q-o-Q) to Rs. 8,860 crore, according to HDFC Securities.",30
2020-07-28,361.1,362.75,343.2,351.95,125912211,"ICICI Bank rating: Maintain with target price of Rs 525 ICICI Bank’s (ICICI) Q1FY21 PAT of Rs 26 billion came broadly in line with estimate. Buy ICICI Bank; target of Rs 462 : Prabhudas Lilladher Prabhudas Lilladher is bullish on ICICI Bank has recommended buy rating on the stock with a target price of Rs 462 in its research report dated July 26, 2020. Buy ICICI Bank; target of Rs 485: Sharekhan Sharekhan is bullish on ICICI Bank has recommended buy rating on the stock with a target price of Rs 485 in its research report dated July 24, 2020. Buy ICICI Bank; target of Rs 500: YES Securities YES Securities is bullish on ICICI Bank has recommended buy rating on the stock with a target price of Rs 500 in its research report dated July 26, 2020. Trending stocks: ICICI Bank shares down over 2% Shares of ICICI Bank Ltd. traded 2.4 per cent down in trade at 10:18AM on Tuesday. Buy ICICI Bank; target of Rs 500: Dolat Capital Dolat Capital is bullish on ICICI Bank has recommended buy rating on the stock with a target price of Rs 500 in its research report dated July 25, 2020. Buy ICICI Bank ; target of Rs 475: Motilal Oswal Motilal Oswal is bullish on ICICI Bank recommended buy rating on the stock with a target price of Rs 475 in its research report dated July 25, 2020. Buy ICICI Bank target of Rs 485 : Sharekhan Sharekhan is bullish on ICICI Bank has recommended buy rating on the stock with a target price of Rs 485 in its research report dated July 24, 2020. World’s second most widely tracked stock is from India; has 59 buy calls As many as 59 analysts covered ICICI Bank, and all of them had ’buy ratings on the lender. This Indian company’s stock becomes world’s second most widely tracked after that of Alibaba: Report ICICI Bank comes only behind Chinese e-commerce major Alibaba whose stock is tracked by 64 experts, of whom 63 had a ‘buy’ call on the stock.",10
2020-07-29,353.2,357.65,348.2,351.2,50182843,"Sensex, Nifty trade higher; Dr Reddy’s, Maruti stocks in focus IndusInd Bank, UltraTech Cement, ICICI Bank, Axis Bank and L&T were the top gainers, while HCL Tech, Infosys, RIL, TCS, and Kotak Bank led the losses. Trending stocks: ICICI Bank shares gain nearly 1% Shares of ICICI Bank Ltd. traded 0.84 per cent up in trade at 10:03AM on Wednesday. Sensex Rises Over 100 Points in Opening Trade; Nifty Above 11,300 IndusInd Bank was the top gainer in the Sensex pack, rising around 4 per cent, followed by UltraTech Cement, Tata Steel, Sun Pharma, L&T and ICICI Bank. Share Market News Live: Sensex down 140 points, Nifty at 11,280; Adani Ports, RIL, Nestle top losers India Stock Market News Updates Today: Infosys, HCL Tech, Nestle India, M&M, Reliance Industries and Tech Mahindra were among the laggards today, while IndusInd Bank, followed by UltraTech Cement, Tata Steel, Sun Pharma, L&T and ICICI Bank were among gainers.",4
2020-07-30,353.4,354.6,340.4,345.4,40800628,"Trending stocks: ICICI Bank shares gain nearly 1% Shares of ICICI Bank Ltd. traded 0.87 per cent up in trade at 09:59AM on Thursday. ICICI Bank Ltd down for fifth straight session ICICI Bank Ltd is quoting at Rs 346.1, down 1.41% on the day as on 13:24 IST on the NSE. The stock tumbled 18.49% in last one year as compared to a 0.52% rally in NIFTY and a 24.22% fall in the Nifty Bank index. Accumulate ICICI Bank; target of Rs 425: Arihant Capital Arihant Capital recommended accumulate rating on ICICI Bank with a target price of Rs 425 in its research report dated July 27, 2020.",3
2020-07-31,346.45,353.0,342.05,347.2,37335855,"Hot Stocks | Cadila, ICICI Bank may give up to 16% return in short term The June quarter results are in line with expectations and we have not witnessed any major negative price reaction post the numbers. I-banks see more deals in Jul-Dec However, i-bank fee income may remain under pressure.SBI, Axis Bank and ICICI Bank shared the top three positions in fees league tables, accounting for 21% of market share Share Market News Live: Sensex rises 100 points, Nifty at 11,145; SBI, ICICI Bank, Infosys top gainers India Stock Market News Updates Today: State Bank of India, Tata Motors, Sun Pharmaceutical Industries, Indian Oil Corporation, UPL are among the top companies that will be reporting their April-June quarterly earnings. Sensex, Nifty off day’s low Barometers pared losses in mid-afternoon trade, supported by firmness in State Bank of India and ICICI Bank. However, the weakness in index heavyweight Reliance Industries continued to put pressure on the indices.",4
2020-08-03,346.8,349.35,340.5,343.75,32107042,"Two stocks that Vaishali Parekh of Prabhudas Lilladher is bullish on The stock of ICICI Bank has once again made a good support base near 340 levels and is currently indicating a trend reversal Trending stocks: ICICI Bank shares flat in early session Shares of ICICI Bank Ltd. traded 0.09 per cent up in trade at 10:04AM on Monday. NSE-BSE bulk deals: Promoter Bandhan Financial sells nearly 21% in Bandhan Bank; Munich Re sells stake in Apollo Hospitals BofA Securities Europe SA bought shares of Avenue Supermarts, Housing Development Finance Corp, ICICI Bank, ICICI Lombard General Insurance, Bharti Infratel and Vedanta. Ahead of MPC meet, ICICI Bank cuts MCLR by 10 basis points The one-year MCLR of ICICI Bank, to which many of the consumer loans are linked, will come down to 7.45% after the reduction.",4
2020-08-04,347.0,353.2,344.2,351.4,30787448,"BRIEF-Havells India To Issue Commercial Paper Worth 3 Bln Rupees To ICICI Bank - Investing.com India The Financial News section features stock market news in addition to stories about bonds, forex, commodities and economic releases. WhatsApp Pay has now met all data localisation rules, NPCI tells RBI WhatsApp has satisfied the data localisation requirement based on the CERT-In auditor’s report and we hereby are giving ICICI Bank (PSP bank for WhatsApp) the approval to go live, NPCI said in a letter dated June 5. Trending stocks: ICICI Bank shares rise nearly 1% Shares of ICICI Bank Ltd. traded 0.74 per cent up in trade at 10:06AM on Tuesday. ICICI Bank cuts MCLR by 10 bps across tenors Post the cut, EMIs on the loans linked to MCLR will come down giving relief to the borrowers. With the reduction in rates, ICICI Bank’s one year MCLR is 7.45 per cent, and six month MCLR is 7.40 per cent. Sensex, Nifty near day’s high; Europe opens lower Zee Entertainment Enterprises (up 6.85%), Reliance Industries (up 5.06%), HDFC (up 2.68%), Bajaj Finance (up 2.32%) and ICICI Bank (up 2.11%) were the top Nifty gainers. Investor wealth swells by ₹2 tn as markets rally, Reliance tops the gainers list Reliance Industries was the top gainer in the Sensex pack, surging 7.10%, followed by HDFC Bank, Maruti Suzuki India, Axis Bank, HDFC, ICICI Bank and Bajaj Finance",6
2020-08-05,353.4,360.0,350.75,353.1,37051998,"Havells stock soars 3% on issuance of commercial paper worth Rs500cr to ICICI Bank, ICICI Prudential Money Among the total CP issued, Rs300cr was for ICICI Bank and Rs200cr for ICICI Prudential Money. Trending stocks: ICICI Bank shares gain nearly 2% Shares of ICICI Bank Ltd. traded 1.98 per cent up in trade at 10:05AM on Wednesday. Axis Bank, ICICI Bank drive Sensex above 38,000, Nifty reclaims 11,200; here’s what pushing markets Indices were trading higher ahead of the Reserve Bank of India’s (RBI) Monetary Policy Committee (MPC) meeting outcome Bank stocks in focus; Nifty Bank up 2%; Axis Bank, HDFC Bank rally up to 4% Financial stocks were trading actively on Wednesday ahead of the Reserve Bank of Indias monetary policy outcome, due Thursday. RBL Bank, IndusInd Bank, SBI, ICICI Bank & Bandhan Bank gained up to 5%",4
2020-08-06,353.45,363.75,348.6,359.5,48013795,"Markets close higher; IT stocks outperform Stocks like Infosys, HCL Tech and ICICI Bank were among the top Nifty outperformers, closing the day with strong gains Lenders nominate a resolution professional to administer under stress Essar’s Mahan project The lenders that include ICICI Bank and Punjab National Bank have picked Jet Airways’ current administrator Ashish Chhawchharia to manage the affairs of the Essar power plants located in the Singrauli district of Madhya Pradesh, sources said. Essar Power Mahan has power supply contracts with Essar S… Trending stocks: ICICI Bank shares gain nearly 1% Shares of ICICI Bank Ltd. traded 0.5 per cent up in trade at 09:59AM on Thursday. SBI, IndusInd Bank, ICICI Bank, Kotak Bank, others gain ahead of RBI policy decision HDFC Bank (0.95%), City Union Bank (0.69%), SBI (0.65%), IndusInd Bank (0.45%), ICICI Bank 0.40%, Kotak Bank (0.33)%, and Federal Bank (0.19)% were top gainers on the index RBI allows one-time restructuring of loans. Here’s what that means for businesses and borrowers The central bank will also form a expert committee headed by former ICICI Bank CEO KV Kamath to suggest ways in which the restructuring will be implemented, governor Shaktikanta Das said. ICICI Bank Ltd gains for third straight session ICICI Bank Ltd is quoting at Rs 357.6, up 1.53% on the day as on 12:54 IST on the NSE. The stock is down 12.44% in last one year as compared to a 3.53% jump in NIFTY and a 21.16% jump in the Nifty Bank index. Amazon Prime Day, Flipkart Big Saving Day sales: Check out best deals on phones Flipkart is offering a 10% instant discount for CitiBank and ICICI Bank credit cardholders whereas Amazon offers a 10% instant discount for HDFC Bank credit and debit cardholders Market Wrap, August 6: Here’s all that happened in the markets today Infosys, HDFC Bank, TCS, and ICICI Bank were the major contributors to the Sensex’s gains",8
2020-08-07,359.45,359.65,353.15,358.1,28506239,"Trending stocks: ICICI Bank shares down nearly 1% Shares of ICICI Bank Ltd. traded 0.92 per cent down in trade at 09:59AM on Friday. Sensex, Nifty trim opening losses to trade flat; HDFC Bank, HDFC, ICICI Bank top drag on D-Street Sensex and Nifty started Friday’s trading session in the negative territory, taking cues from global peers. Nifty below 11,200-mark as banking stocks drag HDFC Bank, Infosys, HDFC, ICICI Bank and HCL Technologies were the top draggers on the Sensex. Sensex Drops Over 200 Points in Opening Trade Dragged by Losses in HDFC Bank, Infosys; Nifty Below 11,200 HCL Tech was the top laggard in the Sensex pack, shedding over 1 per cent, followed by HDFC twins, Infosys, Sun Pharma, ICICI Bank and Kotak Bank.",4
2020-08-10,359.5,364.95,357.35,364.7,22840099,"BRIEF-ICICI Bank Sets Floor Price For QIP At 351.36 Rupees Per Share - Investing.com India The Financial News section features stock market news in addition to stories about bonds, forex, commodities and economic releases. Trending stocks: ICICI Bank shares up nearly 1% Shares of ICICI Bank Ltd. traded 0.95 per cent up in trade at 09:52AM on Monday. Review KV Kamath’s appointment as head of debt recast panel: AIBEA to RBI The bank employees’ union has alleged that veteran banker Kamath’s name reportedly appears in the FIR registered in a case against former managing director of ICICI Bank Chanda Kochhar Sensex rises 142 points; L&T spurts over 4% Equity benchmark Sensex jumped 142 points on Monday, tracking gains in L T, ICICI Bank and HDFC twins amid positive cues from global markets. After rallying 390.12 points during the day, the 30-share BSE benchmark pared some gains to end 141.51 points or 0.37 per cent higher at 38,182.08. ICICI Bank sets floor price for QIP at ₹351.36 per share The bank’s board will meet on 14 August to decide QIP issue price ICICI Bank launches $2 billion share sale The bank said it has fixed a floor price of ₹351.36 apiece for the so-called qualified institutional placement (QIP) offering.Investment banks Bank of America, Morgan Stanley, BNP Paribas, ICICI Securities and others are advising ICICI Bank on the share sale ICICI Bank QIP: Floor price set at Rs 351.36 per share A decision on the final price and allotment will be taken on August 14. ICICI Bank sets floor price at Rs 351.36 a share for QIP issue The board will meet on August 14 to consider the issue price of QIP. ICICI Bank launches QIP with floor price of Rs 351.36, eyes Rs 15,000 cr The banks Capital Adequacy Ratio (CAR) stood at 16 per cent as on June 30, 2020 with Tier I at 14.72 per cent. The asset quality profile of the bank improved during the reporting quarter Bank union approaches RBI seeking review of KV Kamath’s appointment as loan restructuring committee head In a letter addressed to RBI India Governor Shaktikanta Das, AIBEA has expressed concerns about Kamath’s alleged role in the ICICI Bank-Videocon Group loan controversy ICICI Bank takes possession of Mantri Developers’ corporate office ICICI Bank had issued a demand notice on November 22, 2019 to Mantri Dwellings to repay ₹53.62 crore within 60 days ICICI Bank sets floor price at Rs 351.36 for QIP The bank’s issuance committee, which met on Monday evening, decided to open the issue immediately and set the floor price of Rs 351.36 per share as per the regulations at the end of the 29 minute-long meeting. ICICI Bank launches QIP with floor price of ₹351.36 per share Board earlier gave approval to raise up to ₹15,000 cr ICICI Bank Sets Floor Price For Rs 15,000-Crore QIP The bank’s issuance committee, which met on Monday evening, decided to open the issue immediately. ICICI Bank launches QIP with floor price of Rs 351.36/share ICICI Bank on Monday launched its qualified institutional placement (QIP) with a floor price of Rs 351.36 per equity share.",15
2020-08-11,370.0,374.3,364.05,366.5,45435010,"ICICI Bank sets QIP floor price at Rs 351.36 Sector analysts say ICICI is among the banks holding huge amounts in Covid provisions, which is 1.3% of its loan book. Its provision coverage ratio, too, is a high 79%. Review appointment of ICICI Bank’s former CEO Kamath, says AIBEA to RBI The All India Bank Employees Association (AIBEA) has expressed its opposition to the appointment of ICICI Bank’s former CEO and non Executive Chairman K V Kamath as the Head of the Expert Committee on Resolution Framework for COVID-19-related Stress as his name figures in a CBI First Information … Tasmac inks deal with ICICI bank for PoS machines The Tamil Nadu State Marketing Corporation Limited, popularly known as Tasmac, has finalised a deal with ICICI Bank Limited for setting up Point of Sales (PoS) machines at all its retail vending shops Insurer ICICI Lombard in talks to buy Bharti AXA ICICI Lombard, which has an 8.4% market share and is owned 51.89% by ICICI Bank Ltd, underwrote a gross premium of Rs 3,302.19 crore in the June quarter, 5.3% less than the same period last year. Nifty rise as ICICI Bank gains on share sale offer - Investing.com India The Financial News section features stock market news in addition to stories about bonds, forex, commodities and economic releases. Top stocks in focus: Hexaware, Interglobe Aviation, ICICI Bank, Titan, Bank of Baroda Check out the stocks that will be in focus during trade today based on recent and latest news developments. In pics | Stocks in the news: Cupid, Interglobe Aviation, CSB Bank, ICICI Bank, Quick Heal Technologies, KEC International, Parag Milk Power Grid Corporation | Bank of Baroda | Shree Cement | ICICI Bank | Triveni Engineering | Titan Company | Sonata Software | Eveready Industries India | McLeod Russel India | TVS Motor Company | Vikas EcoTech | Vindhya Telelinks | Cera Sanitaryware | HEG | Mangalam Drugs | BLS International Service… Stocks to Watch: ICICI Bank, InterGlobe Aviation, Kotak Bank, Titan Company ICICI Bank has set the floor price at ₹351.36 per share for its proposed share sale to raise up to ₹15,000 crore.IndiGo’s parent company InterGlobe Aviation on Monday said it will raise up to ₹4,000 crore through a qualified institutional placement Stocks in the news: ICICI Bank, Vodafone Idea, Titan, Motherson Sumi, IndiGo, IPCA Labs and BoB The second largest private sector lender ICICI Bank set the floor price at Rs 351.36 per share for its proposed share sale to raise up to Rs 15,000 crore. Indian equities seen steady; ICICI Bank, InterGlobe shares in focus The Dow jumped 1%, the S&P 500 inched up and the Nasdaq closed lower on Monday, as investors extended a rotation into value stocks from heavyweight technology-related names Stocks to watch: ICICI Bank, BoB, Titan Co, Power Grid, IndiGo, Hexaware Heres a list of stocks that may trade actively in todays trading session. Stocks in focus: ICICI Bank, IndiGo, Titan, BoB, Kotak Mahindra Bank, Motherson Sumi Systems, RITES Ashoka Buildcon, Bajaj Electricals, Bosch, Indoco Remedies, JMC Projects, Metropolis Healthcare, Motherson Sumi Systems, RITES, and VST Tillers Tractors, are among 90 companies that scheduled to announce their quarterly earnings today. ICICI Bank launches QIP with interest flowing from global investors Top global long-only investors such as Oppenheimer, Abu Dhabi Investment Authority, CDPQ and Capital International are likely to bid for shares. Stocks in news: ICICI Bank, Vodafone Idea, HDFC, Titan, IndiGo, Bank of Baroda Stocks to watch today on August 11: ICICI Bank, Vodafone Idea, HDFC, Titan, IndiGo, Bank of Baroda among others are the top stocks to watch out for in Tuesday’s trading session. Trending stocks: ICICI Bank shares gain nearly 3% On the technical charts, the RSI of the stock stood at 58.28. Sensex, Nifty rise as ICICI Bank gains on share sale offer Indian shares rose and the Nifty gained for a sixth straight session on Tuesday as gains in ICICI Bank Ltd following the launch of a share sale put market fears over rising coronavirus cases on the back burner. ICICI Bank QIP closed already with bids of Rs 62,000 crore ICICI Bank is planning to raise around Rs 15,000 crore through this issue ICICI Bank shares gain 3% after setting floor price for QIP issue The banks board will meet on August 14 to decide the QIP issue price Strong Q1 results, relief on US-China tensions lift Sensex 340 points In the 30-share pack Sensex, Axis Bank was the biggest gainer, up 2.75 per cent at Rs 442.80. It was followed by ICICI Bank, Tata Steel, L&T, PowerGrid and HDFC that gained in the range of 1-3 per cent. Sensex, Nifty rise as ICICI Bank gains on share sale offer Private-sector lender ICICI Bank rose as much as 2.27% to a more than 2-week high and was the top gainer on the Nifty after it set floor price of 351.36 rupees per share for its qualified institutional placement. Sensex, Nifty open higher for third consecutive session; check what’s pushing D-St today Index heavyweights such as Housing Development Finance Corporation (HDFC), ICICI Bank, ITC, Axis Bank and HDFC Bank were among top contributors Sensex Jumps Over 300 Points in Early Trade, Nifty Tops 11,350 Axis Bank was the top gainer in the Sensex pack, rising nearly 3 per cent, followed by Tata Steel, ICICI Bank, HDFC, PowerGrid, Tech Mahindra and SBI.. ICICI Bank share price jumps 3% on Rs 15,000 cr mega fundraising; floor price set, final price soon ICICI Bank shares were trading 0.67 per cent higher at Rs 366.05 apiece in late morning deals, as compared to a half per cent gain in the benchmark S&P BSE Sensex ICICI Bank sets floor price for QIP at Rs 351.36 per share The private lender on Monday (10 August) announced qualified institutional placement (QIP) of equity shares. ICICI Bank advances 3% after QIP floor price set at a discount to Rs351.36 per equity share On Sensex, ICICI Bank stock has gained by nearly 3% with an intraday high of Rs374.15 per piece in early deals. ICICI Bank shares jump 3% in early trade The stock rises by 2.90% to ₹374.15 on the BSE. It jumps 2.95% to ₹374.30 on the NSE ICICI Bank sets floor price for QIP, stock gains 3% On the equity front, ICICI Bank shares touched an intraday high of Rs 374.15, rising 2.9% on BSE, following the news. On Monday, ICICI Bank scrip closed at Rs 364.20 on BSE, up 1.75% from the previous close ICICI Bank-Videocon case: Another high profile case going nowhere? More than one year has passed since the CBI registered a FIR in this case but no chargesheet has been filed yet. Listen to this podcast to find out where the case is stuck ICICI, HDFC, Axis Bank raise nearly ₹35,000 crore via QIP This signifies investors taking a long-term view, betting on sectoral leaders despite headwinds.On Monday, ICICI Bank launched a QIP to raise $2 billion, which saw a demand of almost $5 billion",29
2020-08-12,365.75,368.75,363.75,365.95,25698985,"ICICI Bank shares, the most favored by world’s analysts, has lagged behind The $32 billion lender has 56 buy recommendations, and its consensus rating of 4.95 on a scale of 5 is the highest among the 50 largest banks globally.While the bank reported higher provisions against bad loans due to the pandemic, it plans to raise as much as 150 billion rupees through a share sale Chinese Hawala racket: Accused assumed Indian identity; operated over 40 bank accounts, reveals I-T probe Accused was representing many Chinese firms for hawala operations in India; with help of some employees at Bandhan Bank and ICICI Bank, he was infusing around Rs 3 crore through Hawala daily World’s Most Favored Bank Stock Misses India Market Rebound ICICI Bank is the world’s highest rated banking stock, but its performance hasn’t exactly been stellar. Big Story | HDFC, Axis and ICICI Bank raise nearly Rs 35,000 crore via QIPs; are big banks facing a credit crunch? ICICI Bank raised around Rs 15,000 crore while housing finance major HDFC and private lender Axis Bank raised Rs 10,000 crore each via the QIP route",4
2020-08-13,368.95,372.35,366.25,367.9,26251822,"Sensex, Nifty open higher on positive global cues; IT, Metal stocks gain Index heavyweights TCS, Infosys, ICICI Bank, SBI and L&T contributed the most to the gains in the early morning trade. Trending stocks: ICICI Bank shares gain over 1% Shares of ICICI Bank Ltd. traded 0.87 per cent up in trade at 10:24AM on Thursday. SBI MF dumps SBI, RIL, Axis Bank, ICICI Bank, HDFC Life to shift to midcaps Union Bank, Federal Bank, SJVN, IHC, NHPC Select midcaps have since risen faster than largecaps. BSE Midcap index is now up over 50 per cent from its March level, while Sensex has risen 49 per cent. Analysts say there is more room over there, as the midcap benchmark is way off its historic high.",3
2020-08-14,371.8,371.8,354.2,360.9,28883433,"Markets closed lower; Banking stocks outperformed A sharp selloff was seen in major banking heavyweights like SBI, ICICI Bank & Axis Bank, all closing the day ~2% lower. SBI Mutual Fund dumps SBI, RIL, Axis Bank, ICICI Bank, HDFC Life Select midcaps have since risen faster than largecaps. BSE Midcap index is now up over 50 per cent from its March level, while Sensex has risen 49 per cent. Analysts say there is more room over there, as the midcap benchmark is way off its historic high. Bank stocks crack; Nifty Bank index declines over 3%; Axis Bank, BoB dip 4% The Federal Bank, ICICI Bank, IndusInd Bank, HDFC Bank, and Bandhan Bank slipped in the range of 1.5-3 per cent",3
